ID1,ID,Extra,Date,Yesterday,Year,Start_Time,End_Time,Hatchery,Observer_Initials,ReleaseToday,Release Data,ReleaseYesterday,Cloud_Cover,Precip,Wind,Num_SeaLions,Num_HarborSeals,Num_HarborPorpoises,Num_KillerWhales,Num_SeaOtters,Num_River_Otters,Num_Mink,Num_Gulls,Num_Eagles,Num_Sea Birds,Num_PredatoryFish,Others,Uncertain,Species_MinMaxBest,Num_Skiff,Num_Pleasure,Num_CommercialFishing,Num_CruiseShipFerry,Whale_Behavior,Barrier,Num_MnHatchery,MnHatchery_MinMaxBest,Num_MnArea,MnArea_MinMaxBest,When_whales_noticed,Last_Time_Seen,Why_observation_ended,noticed during obs period,during obs period?,total time,Comments,Human_Activity,Entered_By,Tide_Direction,Tidal_Amplitude,Min_After_Change,Feed_in_the_area
388,,,4/30/2011,4/29/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,,,,Overcast,None,No Wind,0,0,0,,0,0,0,0,2,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding chums,emc,Not ENTERED,,,none
389,,,4/30/2011,4/29/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,,,,Overcast,Rain,Breezy,0,1,0,,0,0,0,0,0,0,0,0,0,,,,,,No Whales,No Barrier,0,,0,,,,,,,,vessels not noted,1 person working on pens,emc,Not ENTERED,,,none
390,,,5/1/2011,4/30/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,,,,Overcast,None,Breezy,0,0,0,,0,0,0,0,1,2,0,0,0,,2,0,0,0,Breathing at surface & diving,No Barrier,0,,2,,9:40:00,9:40:00,whale no longer in area,No,No,0,whales no longer in area.,2 people walking net pens and morting.,emc,Not Noted,,,none
391,,,5/1/2011,4/30/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,,,,Overcast,Rain,No Wind,0,1,0,,0,0,0,0,0,3,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,none
392,,,5/2/2011,5/1/2011,2011,9:00:00,9:15:00,Hidden Falls,ced,,,,Overcast,Rain,No Wind,0,1,0,,0,0,0,0,0,4,0,2,0,,1,0,0,1,No Whales,No Barrier,0,,0,,,,,,,,rain and fog.  Other= Crow flying,2 people feeding,emc,Not ENTERED,,,none
393,,,5/2/2011,5/1/2011,2011,13:00:00,13:15:00,Hidden Falls,ced,,,,Overcast,Rain,Breezy,0,1,0,,0,0,0,4,0,0,0,4,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,airplane landing in water.  Others= ravens,2 people feeding,emc,Not ENTERED,,,not noted
394,,,5/3/2011,5/2/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,,,,Overcast,None,No Wind,0,1,0,,0,0,0,2,1,4,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,float plane landing,2 people feeding,emc,Not ENTERED,,,none
1018,,,5/3/2011,5/2/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,Not noted,2 people feeding chum,EMC,Not ENTERED,,,none
395,,,5/4/2011,5/3/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,,,,Overcast,Rain,Windy,0,1,0,,0,0,0,2,0,4,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,[none],2 people feeding chum,emc,Not ENTERED,,,none
396,,,5/4/2011,5/3/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,,,,Overcast,Rain,Windy,0,0,0,,0,0,0,8,0,0,0,0,0,,1,0,0,0,Not noted,Not noted,0,,0,,,,,,,,none,2 people feeding chum,emc,Not ENTERED,,,none
397,,,5/5/2011,5/4/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,,,,Overcast,None,Breezy,0,1,0,,0,0,0,0,1,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding chum,emc,Not ENTERED,,,none
398,,,5/5/2011,5/4/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,1,6,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people working on net pens,emc,Not ENTERED,,,herring and fry
399,,,5/6/2011,5/5/2011,2011,13:00:00,13:15:00,Hidden Falls,emc,y,,,Overcast,Rain,No Wind,0,1,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,"2 people feeding chum, 2 people working on coho pens",emc,Not ENTERED,,,none
1014,,,5/6/2011,5/5/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,y,,,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,1,6,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,none
400,,,5/7/2011,5/6/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Overcast,None,No Wind,0,1,0,,0,0,0,0,6,4,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,"2 people feeding chum, 2 people on coho pens",emc,Not ENTERED,,,coho smolt
401,,,5/7/2011,5/6/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,30,4,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people working on net pens,emc,Not ENTERED,,,coho smolt and some salmon fry
402,,,5/8/2011,5/7/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,y,,y,Sunny,None,Breezy,0,0,0,,0,0,0,3,15,0,0,2,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,"2 people feeding, 2 people on coho pens",emc,Not ENTERED,,,coho smolt
403,,,5/8/2011,5/7/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,3,2,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding,emc,Not ENTERED,,,coho smolts
404,,,5/9/2011,5/8/2011,2011,9:00:00,9:15:00,Hidden Falls,emc,,,y,Partly Cloudy,None,No Wind,0,1,0,,0,0,0,0,0,4,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding,emc,Not ENTERED,,,coho smolt
405,,,5/9/2011,5/8/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,,,y,Sunny,not noted,Windy,0,0,0,,0,0,0,2,1,4,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,coho smolt
406,,,5/10/2011,5/9/2011,2011,9:00:00,9:15:00,Hidden Falls,emc,,,,Overcast,Fog,No Wind,0,0,0,,0,0,0,1,0,4,0,1,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,coho smolt
407,,,5/10/2011,5/9/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,,,,Sunny,None,Windy,0,0,0,,0,0,0,2,0,6,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding,emc,Not ENTERED,,,coho smolt
408,,,5/11/2011,5/10/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,20,4,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,"2 people feeding chum, 1 person feeding ck",emc,Not ENTERED,,,coho somlt salmon fry
409,,,5/11/2011,5/10/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,4,2,2,0,0,0,,3,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,3 people working on net pens,emc,Not ENTERED,,,coho smolt
410,,,5/12/2011,5/11/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,,Overcast,None,No Wind,0,1,0,,0,0,0,16,0,4,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding chum 1 person working on ck pens,emc,Not ENTERED,,,coho smolt
411,,,5/12/2011,5/11/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,,Partly Cloudy,None,Windy,0,0,0,,0,0,0,8,3,5,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people feeding chum 1 person working on Ck pens,emc,Not ENTERED,,,coho smolt
412,,,5/13/2011,5/12/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,9,0,2,0,0,0,,3,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,amo,2 people feeding chum.  2 people workign on ck pens,emc,Not ENTERED,,,coho smolt
413,,,5/13/2011,5/12/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Sunny,None,Breezy,0,0,0,,0,0,0,14,6,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,none,2 people working on pens,emc,Not ENTERED,,,coho and chinook smolt
414,,,5/14/2011,5/13/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Sunny,None,Breezy,0,0,0,,0,0,0,8,0,2,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,"2 people feeding chum, 2 people working on ck pens",emc,Not ENTERED,,,coho and chinook smolt some salmon fry
416,,,5/14/2011,5/13/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Sunny,None,No Wind,0,0,0,,0,0,0,7,0,2,0,0,0,,2,0,0,0,breathing at surface & diving and surface lunges,"shoreline, net pens, bubbles, dock",1,,1,,14:15:00,17:00:00,observer left area,No,No,165,observation ended when observer left the area,"2 people feeding chums, 1 person workon in ck pens",emc,Not ENTERED,,,coho and ck smolts
417,,,5/15/2011,5/14/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Sunny,None,Breezy,0,0,0,,0,0,0,4,2,0,0,0,0,,4,0,0,0,"breathing at surface & diving, surface lunges","shoreline, bubbles",1,,0,,8:00:00,11:15:00,observer left area,No,Yes,195,observation ended because observer was no longer in the area,2 people feeding chum and 4 people working on ck pens,emc,Not ENTERED,,,coho +ck
418,,,5/15/2011,5/14/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Sunny,None,Breezy,0,2,0,,0,0,0,0,0,0,0,0,0,,4,0,0,0,"breathing at surface & diving, surface lunges","shoreline, bubbles",1,,0,,12:15:00,17:00:00,observer left area,No,Yes,285,sighting ended when observer left the area,"2 people feeding chum, 1 person on ck pens, 2 people towing coho pens",emc,Not ENTERED,,,coho and ck
419,,,5/16/2011,5/15/2011,2011,9:00:00,9:15:00,Hidden Falls,emc,y,,y,Sunny,None,Breezy,0,1,0,,0,0,0,6,1,4,0,0,0,,3,0,0,0,Breathing at surface & diving,"shoreline, bubbles",1,,0,,8:45:00,9:30:00,observer left area,No,Yes,45,4 people feeding.  Observer no longer in the area,4 people feeding,emc,,,,coho/chinook smolt
1016,,,5/16/2011,5/15/2011,2011,1:00:00,1:15:00,Hidden Falls,jp,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,4,0,0,0,Breathing at surface & diving,Bubbles,0,,1,,12:15:00,13:30:00,observer left area,No,Yes,75,"whale behavior noted as ""feeding"" as well as diving",4 people feeding towing net pens,emc,Not ENTERED,,,coho and chinook smolt
420,,,5/17/2011,5/16/2011,2011,9:08:00,9:15:00,Hidden Falls,jp,y,,y,Overcast,None,Breezy,0,0,0,,0,0,0,2,1,4,0,0,0,,2,0,0,0,"breathing at surface & diving, feeding","net pens, bubbles, dock",1,,0,,9:00:00,12:00:00,observer left area,Yes,Yes,180,"observer no longer in the area. ""feeding"" additionally noted as a behavior",4 people feeding,emc,Not ENTERED,,,coho and chinook smolt
421,,,5/17/2011,5/16/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,y,,y,Overcast,none,Breezy,0,0,0,,0,0,0,1,0,0,0,0,0,,3,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,"2 people feeding, 2 people towing net pens",emc,Not ENTERED,,,coho and chinook smolts
422,,,5/18/2011,5/17/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Overcast,Rain,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,3,0,0,0,"breathing at surface & diving, surface lunges","shoreline, bubbles",1,,0,,7:15:00,12:45:00,whale no longer in area,No,Yes,330,observation ended when whales no longer in area,"2 people feeding chum, 2 people on CK pens, 1 person towing pen to north point",emc,Not ENTERED,,,coho and ck smolt
423,,,5/18/2011,5/17/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Overcast,None,No Wind,0,0,0,,0,0,0,2,0,0,0,0,0,,2,0,0,0,"breathing at surface and diving, surface lunges","shoreline, bubles",1,,0,,13:30:00,19:00:00,observer left area,No,No,347,observer no longer in the area,"2 people feeding chum,  1 person on ck pens",emc,Not ENTERED,,,coho and ck
424,,,5/19/2011,5/18/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,,,y,Overcast,None,Breezy,0,0,0,,0,0,0,6,0,0,0,0,0,,2,0,0,0,"breathing at surface & diving,  surface lunges","shoreline, bubbles",1,,0,,7:15:00,,not noted,No,Yes,,last time seen not noted,"2 people feeding chum, 1 person towing pens for release",emc,Not ENTERED,,,coho and ck
425,,,5/19/2011,5/18/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,,,y,Overcast,None,Breezy,0,0,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,1,,0,,,,not noted,UNK,UNK,,no information available about whale near hatchery,2 people feeding,emc,Not ENTERED,,,co and ck smolt
426,,,5/20/2011,5/19/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,y,,,Overcast,Rain,No Wind,1,0,0,,0,0,0,4,2,0,0,0,0,,3,0,0,0,"breathing at surface & diving, feeding","net pens, bubbles docks",1,,0,,8:00:00,12:00:00,whale no longer in area,No,Yes,240,"observation ended because whale was no longer there.  Whale behavior noted as ""feeding""",2 people feeding,emc,Not ENTERED,,,"chinnok, coho and chums"
427,,,5/20/2011,5/19/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,,Partly Cloudy,None,No Wind,1,1,0,,0,0,0,0,0,0,0,0,0,,2,0,0,1,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding chum,emc,Not ENTERED,,,"co smolt, ck smolt, chum fry, krill"
428,,,5/21/2011,5/20/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Overcast,None,No Wind,0,0,0,,0,0,0,3,2,2,0,0,0,,2,0,0,1,No Whales,No Barrier,0,,0,,,,,,,,,"2 people feeding chum, 1 person pushing pens for release",emc,Not ENTERED,,,"co smolt, ck smolt, chum fry"
429,,,5/21/2011,5/20/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Overcast,None,No Wind,1,0,0,,0,0,0,0,0,0,0,0,0,,4,1,0,1,No Whales,No Barrier,0,,0,,,,,,,,,"2 people working on pens 3 skiff, trolling in area",emc,Not ENTERED,,,"co smolt, ck smolt, chum fry"
430,,,5/22/2011,5/21/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,y,,y,Overcast,None,No Wind,1,0,0,,0,0,0,4,2,0,0,0,0,,3,0,0,0,"breathing at surface & diving, feeding","no barrier, shoreline, net pens, bubbles",1,,0,,8:15:00,12:43:00,observer left area,No,Yes,268,ended because observer is no longer in area,2 people feeding,emc,Not ENTERED,,,"co,ck,chum"
431,,,5/22/2011,5/21/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,y,,y,Overcast,None,Breezy,3,0,0,,0,0,0,6,0,4,0,0,0,,2,0,0,0,Not noted,Not noted,1,,0,,13:00:00,17:00:00,observer left area,Yes,Yes,240,observer no longer in area,2 people feeding/ moving nets,emc,Not ENTERED,,,"coho, ck, chum"
432,,,5/23/2011,5/22/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,y,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,4,2,6,0,0,0,,2,0,0,0,"breathing at surface & diving, breaching, feeding","no barrier, bubbles, net pens",1,,0,,8:00:00,12:00:00,observer left area,No,Yes,240,observation ended when observer was no longer in the area.,2 people feeding and moving net pens,emc,Not ENTERED,,,coho and chum smolt
433,,,5/23/2011,5/22/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,y,,y,Sunny,None,Breezy,1,0,0,,0,0,0,2,0,0,0,0,0,,2,0,0,0,"breathing at surface & diving, feeding","kelp, bubbles, dock",1,,0,,13:00:00,17:00:00,observer left area,Yes,Yes,240,observer no longer in area,2 people feeding and moving net pens,emc,Not ENTERED,,,coho and chum smolt
434,,,5/24/2011,5/23/2011,2011,9:00:00,9:15:00,Hidden Falls,jp,y,,y,Sunny,None,No Wind,1,0,0,,0,0,1,0,2,0,0,0,0,,2,0,0,0,"breathing at surface & diving,  feeding","kelp, bubbles",1,,1,,8:00:00,12:00:00,observer left area,No,Yes,240,observer no longer in area,2 people feeding and moving net pens,emc,Not ENTERED,,,coho and chum smolt
435,,,5/24/2011,5/23/2011,2011,13:00:00,13:15:00,Hidden Falls,jp,y,,y,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,2,1,0,0,"breathing at surface & diving, surface lunges","shorline, bubbles",1,,0,,13:00:00,15:00:00,whale no longer in area,Yes,Yes,120,whales no longer in area,whales no longer in area,emc,Not ENTERED,,,"co,chum,ck"
436,,,5/25/2011,5/24/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,"breathing at surface & diving, surface lunges","shoreline, bubbles",1,,0,,7:15:00,11:00:00,observer left area,No,Yes,225,observer no longer in area,"1 person feeding chum, 1 person pushing pens for release",emc,Not ENTERED,,,"co, chum, ck, needlefish"
437,,,5/25/2011,5/24/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Sunny,None,No Wind,1,0,0,,0,0,0,2,6,0,0,0,0,,1,0,0,0,"breathing at surface & diving, surface lunges","shorelines, bubbles",1,,0,,16:15:00,17:00:00,observer left area,No,No,45,observer no longer in area,1 person feeding chum,emc,Not ENTERED,,,"co,ck,chum"
438,,,5/26/2011,5/25/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,"1 person feeding chum, 3 people preping net pens for release",emc,Not ENTERED,,,"co, ck,chum"
439,,,5/26/2011,5/25/2011,2011,13:00:00,13:15:00,Hidden Falls,amo,y,,y,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,1 person feeding chum,emc,Not ENTERED,,,"co, ck,chum"
440,,,5/27/2011,5/26/2011,2011,9:00:00,9:15:00,Hidden Falls,amo,y,,y,Overcast,None,No Wind,0,0,0,,0,0,0,3,0,0,0,0,0,,2,0,0,0,"breathing at surface & diving, surface lunges","shoreline, bubbles",1,,0,,7:30:00,12:00:00,observer left area,No,Yes,270,observer no longer in area,4 people preping pens to tow and release,emc,Not ENTERED,,,"co, chum fry, ck, pink fry"
441,,,5/27/2011,5/26/2011,2011,13:00:00,13:15:00,Hidden Falls,mm,y,,y,Overcast,None,Breezy,0,0,0,,0,0,0,8,2,2,0,0,0,,1,0,0,0,"breathing at surface & diving, surface lunges","shoreline, bubbles",1,,0,,13:30:00,17:00:00,observer left area,No,Yes,210,observer no longer in area,1 person working in net pens,emc,Not ENTERED,,,"co, ck, chum, pinks"
442,,,5/28/2011,5/27/2011,2011,9:00:00,9:15:00,Hidden Falls,mm,,,y,Partly Cloudy,Not Noted,Not Noted,0,0,0,,0,0,0,2,3,4,0,0,0,,0,0,0,0,Breathing at surface & diving,No Barrier,1,,0,,7:00:00,9:10:00,whale no longer in area,No,Yes,130,whales no longer in area,1 person fishing on dock,emc,Not ENTERED,,,"co, ck, chum, pinks"
443,,,5/28/2011,5/27/2011,2011,13:00:00,13:15:00,Hidden Falls,mm,,,y,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,3,4,3,0,0,0,,1,1,0,0,No Whales,No Barrier,0,,0,,,,,,,,no whales,"2 people fishing on dock, boat with ~ 20 people on deck",emc,Not ENTERED,,,"ck,co,pink, chum"
444,,,5/29/2011,5/28/2011,2011,9:00:00,9:15:00,Hidden Falls,Not Noted,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,0,1,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,no whale,2 people fishing at dock,emc,Not ENTERED,,,"ck,coho,chum,pink"
445,,,5/29/2011,5/28/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,0,1,1,4,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,1 person fishing on dock,emc,Not ENTERED,,,"ck, co, chum,, pink"
446,,,5/30/2011,5/29/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Sunny,None,Breezy,0,1,0,,0,0,0,0,0,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,0,emc,Not ENTERED,,,"ck,coho,chum, pink"
447,,,5/30/2011,5/29/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,1,0,,0,0,0,0,0,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people feeding on dock,emc,Not ENTERED,,,"ck,chum,co,pink"
448,,,5/31/2011,5/30/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,0,0,,0,0,1,1,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,Not ENTERED,,,"co,chum,pink"
449,,,5/31/2011,5/30/2011,2011,13:00:00,13:00:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,1,0,0,0,,0,0,0,0,no whales,no barrier,0,,0,,,,,,,,lots of float plane activity at dock/hatchery for deer lake fish transfers (from 10am to 7pm).  Not at dockf or observe time.,1 person feeding on dock,emc,Not ENTERED,,,"co, chum"
450,,,6/1/2011,5/31/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,1,0,,0,0,0,0,2,2,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,float plane activity from 8:30-13:00,,emc,Not ENTERED,,,"co, chum"
451,,,6/1/2011,5/31/2011,2011,13:00:00,13:00:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,1,0,,0,0,0,2,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people fishing on docks,emc,Not ENTERED,,,"co, chum"
452,,,6/2/2011,6/1/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Partly Cloudy,None,Breezy,0,0,0,,0,0,1,0,0,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,Not ENTERED,,,"co, chum"
453,,,6/2/2011,6/1/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Partly Cloudy,None,Breezy,0,1,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,2 people fishing on dock,emc,Not ENTERED,,,"co, chum"
454,,,6/3/2011,6/2/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Partly Cloudy,Rain,No Wind,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,1 person fishing on dock,emc,Not ENTERED,,,"co, chum"
455,,,6/3/2011,6/2/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Partly Cloudy,Rain,No Wind,0,0,0,,0,0,0,3,0,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,Not ENTERED,,,"co, chum"
456,,,6/4/2011,6/3/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,0,0,0,5,0,0,0,,0,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,co chum
457,,,6/4/2011,6/3/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Partly Cloudy,None,No Wind,1,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,1 person fishing on dock,emc,,,,co chum
458,,,6/5/2011,6/4/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
459,,,6/5/2011,6/4/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Partly Cloudy,None,No Wind,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,1 person fishing on dock,emc,,,,chum
460,,,6/6/2011,6/5/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
461,,,6/6/2011,6/5/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,2,0,0,0,,0,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
462,,,6/7/2011,6/6/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Sunny,None,Breezy,0,1,0,,0,0,0,2,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
463,,,6/7/2011,6/6/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Sunny,None,No Wind,0,0,0,,0,0,0,0,0,1,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
464,,,6/8/2011,6/7/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Overcast,None,Breezy,0,1,0,,0,0,0,2,0,0,1,,0,,0,0,1,0,No Whales,No Barrier,0,,0,,,,,,,,"predatory fish- adult chinook-quantity not noted (despite the fact that I entered ""1"" as a placeholder""",,emc,,,,
465,,,6/8/2011,6/7/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Overcast,None,No Wind,0,0,0,,0,0,0,2,1,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
466,,,6/9/2011,6/8/2011,2011,9:00:00,9:15:00,Hidden Falls,rm,,,,Overcast,None,No Wind,0,0,0,,0,0,0,1,0,2,0,0,0,,1,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
467,,,6/9/2011,6/8/2011,2011,13:00:00,13:15:00,Hidden Falls,rm,,,,Overcast,None,No Wind,0,0,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,No Whales,No Barrier,0,,0,,,,,,,,,,emc,,,,chum
